STATION,NAME,LATITUDE,LONGITUDE,ELEVATION,DATE,DAPR,MDPR,PRCP,SNOW,SNWD,TAVG,TMAX,TMIN,TOBS,WT01,WT02,WT03,WT04,WT05,WT06,WT08,WT09,WT11
US1ILCK0069,"PARK FOREST 0.8 NNE, IL US",41.4928,-87.6815,220.1,5/9/17,,,0.56,,,,,,,,,,,,,,,
US1ILCK0069,"PARK FOREST 0.8 NNE, IL US",41.4928,-87.6815,220.1,5/11/17,,,0.66,,,,,,,,,,,,,,,
US1ILCK0069,"PARK FOREST 0.8 NNE, IL US",41.4928,-87.6815,220.1,5/18/17,,,0.35,,,,,,,,,,,,,,,
US1ILCK0069,"PARK FOREST 0.8 NNE, IL US",41.4928,-87.6815,220.1,5/20/17,,,0.11,,,,,,,,,,,,,,,
US1ILCK0069,"PARK FOREST 0.8 NNE, IL US",41.4928,-87.6815,220.1,5/23/17,,,0.03,,,,,,,,,,,,,,,
US1ILCK0069,"PARK FOREST 0.8 NNE, IL US",41.4928,-87.6815,220.1,5/24/17,,,0.43,,,,,,,,,,,,,,,
US1ILCK0069,"PARK FOREST 0.8 NNE, IL US",41.4928,-87.6815,220.1,5/25/17,,,0.04,,,,,,,,,,,,,,,
US1ILCK0069,"PARK FOREST 0.8 NNE, IL US",41.4928,-87.6815,220.1,5/27/17,,,0.23,,,,,,,,,,,,,,,
US1ILCK0069,"PARK FOREST 0.8 NNE, IL US",41.4928,-87.6815,220.1,5/31/17,,,0.04,,,,,,,,,,,,,,,
US1ILCK0069,"PARK FOREST 0.8 NNE, IL US",41.4928,-87.6815,220.1,6/10/17,,,0.26,,,,,,,,,,,,,,,
US1ILCK0069,"PARK FOREST 0.8 NNE, IL US",41.4928,-87.6815,220.1,6/14/17,,,0,,,,,,,,,,,,,,,
US1ILCK0069,"PARK FOREST 0.8 NNE, IL US",41.4928,-87.6815,220.1,6/15/17,,,0.27,,,,,,,,,,,,,,,
US1ILCK0069,"PARK FOREST 0.8 NNE, IL US",41.4928,-87.6815,220.1,6/16/17,,,0.23,,,,,,,,,,,,,,,
US1ILCK0069,"PARK FOREST 0.8 NNE, IL US",41.4928,-87.6815,220.1,6/17/17,,,0.02,,,,,,,,,,,,,,,
US1ILCK0069,"PARK FOREST 0.8 NNE, IL US",41.4928,-87.6815,220.1,6/18/17,,,0.11,,,,,,,,,,,,,,,
US1ILCK0069,"PARK FOREST 0.8 NNE, IL US",41.4928,-87.6815,220.1,6/21/17,,,0.21,,,,,,,,,,,,,,,
US1ILCK0069,"PARK FOREST 0.8 NNE, IL US",41.4928,-87.6815,220.1,6/22/17,,,0,,,,,,,,,,,,,,,
US1ILCK0069,"PARK FOREST 0.8 NNE, IL US",41.4928,-87.6815,220.1,6/23/17,,,0.57,,,,,,,,,,,,,,,
US1ILCK0069,"PARK FOREST 0.8 NNE, IL US",41.4928,-87.6815,220.1,6/29/17,,,0.06,,,,,,,,,,,,,,,
US1ILCK0069,"PARK FOREST 0.8 NNE, IL US",41.4928,-87.6815,220.1,6/30/17,,,0.41,,,,,,,,,,,,,,,
US1ILCK0069,"PARK FOREST 0.8 NNE, IL US",41.4928,-87.6815,220.1,7/1/17,,,0.03,,,,,,,,,,,,,,,
US1ILCK0069,"PARK FOREST 0.8 NNE, IL US",41.4928,-87.6815,220.1,7/3/17,,,0.05,,,,,,,,,,,,,,,
US1ILCK0069,"PARK FOREST 0.8 NNE, IL US",41.4928,-87.6815,220.1,7/5/17,,,0.51,,,,,,,,,,,,,,,
US1ILCK0069,"PARK FOREST 0.8 NNE, IL US",41.4928,-87.6815,220.1,7/13/17,,,0.68,,,,,,,,,,,,,,,
US1ILCK0069,"PARK FOREST 0.8 NNE, IL US",41.4928,-87.6815,220.1,7/16/17,,,0.01,,,,,,,,,,,,,,,
US1ILCK0069,"PARK FOREST 0.8 NNE, IL US",41.4928,-87.6815,220.1,7/20/17,,,0.39,,,,,,,,,,,,,,,
US1ILCK0069,"PARK FOREST 0.8 NNE, IL US",41.4928,-87.6815,220.1,7/21/17,,,2.15,,,,,,,,,,,,,,,
US1ILCK0069,"PARK FOREST 0.8 NNE, IL US",41.4928,-87.6815,220.1,7/22/17,,,2.11,,,,,,,,,,,,,,,
US1ILCK0069,"PARK FOREST 0.8 NNE, IL US",41.4928,-87.6815,220.1,7/23/17,,,0.07,,,,,,,,,,,,,,,
US1ILCK0069,"PARK FOREST 0.8 NNE, IL US",41.4928,-87.6815,220.1,8/4/17,,,0.61,,,,,,,,,,,,,,,
US1ILCK0069,"PARK FOREST 0.8 NNE, IL US",41.4928,-87.6815,220.1,8/9/17,,,0,,,,,,,,,,,,,,,
US1ILCK0069,"PARK FOREST 0.8 NNE, IL US",41.4928,-87.6815,220.1,8/17/17,,,0.06,,,,,,,,,,,,,,,
US1ILCK0069,"PARK FOREST 0.8 NNE, IL US",41.4928,-87.6815,220.1,8/18/17,,,0.02,,,,,,,,,,,,,,,
US1ILCK0069,"PARK FOREST 0.8 NNE, IL US",41.4928,-87.6815,220.1,8/21/17,,,0.04,,,,,,,,,,,,,,,
US1ILCK0069,"PARK FOREST 0.8 NNE, IL US",41.4928,-87.6815,220.1,8/22/17,,,0.61,,,,,,,,,,,,,,,
US1ILCK0069,"PARK FOREST 0.8 NNE, IL US",41.4928,-87.6815,220.1,8/28/17,,,0.11,,,,,,,,,,,,,,,
US1ILCK0069,"PARK FOREST 0.8 NNE, IL US",41.4928,-87.6815,220.1,8/29/17,,,0.19,,,,,,,,,,,,,,,
US1ILCK0069,"PARK FOREST 0.8 NNE, IL US",41.4928,-87.6815,220.1,9/3/17,,,0.14,,,,,,,,,,,,,,,
US1ILCK0069,"PARK FOREST 0.8 NNE, IL US",41.4928,-87.6815,220.1,9/13/17,,,0.23,,,,,,,,,,,,,,,
US1ILCK0069,"PARK FOREST 0.8 NNE, IL US",41.4928,-87.6815,220.1,9/18/17,,,0.05,,,,,,,,,,,,,,,
US1ILCK0069,"PARK FOREST 0.8 NNE, IL US",41.4928,-87.6815,220.1,9/19/17,,,0.53,,,,,,,,,,,,,,,
US1ILCK0069,"PARK FOREST 0.8 NNE, IL US",41.4928,-87.6815,220.1,10/4/17,,,0.03,,,,,,,,,,,,,,,
US1ILCK0069,"PARK FOREST 0.8 NNE, IL US",41.4928,-87.6815,220.1,10/5/17,,,0.02,,,,,,,,,,,,,,,
US1ILCK0069,"PARK FOREST 0.8 NNE, IL US",41.4928,-87.6815,220.1,10/6/17,,,0.51,,,,,,,,,,,,,,,
US1ILCK0069,"PARK FOREST 0.8 NNE, IL US",41.4928,-87.6815,220.1,10/7/17,,,0.15,,,,,,,,,,,,,,,
US1ILCK0069,"PARK FOREST 0.8 NNE, IL US",41.4928,-87.6815,220.1,10/8/17,,,0.58,,,,,,,,,,,,,,,
US1ILCK0069,"PARK FOREST 0.8 NNE, IL US",41.4928,-87.6815,220.1,10/11/17,,,0.64,,,,,,,,,,,,,,,
US1ILCK0069,"PARK FOREST 0.8 NNE, IL US",41.4928,-87.6815,220.1,10/14/17,,,0.11,,,,,,,,,,,,,,,
US1ILCK0069,"PARK FOREST 0.8 NNE, IL US",41.4928,-87.6815,220.1,10/15/17,,,3.34,,,,,,,,,,,,,,,
US1ILCK0069,"PARK FOREST 0.8 NNE, IL US",41.4928,-87.6815,220.1,10/23/17,,,1.16,,,,,,,,,,,,,,,
US1ILCK0069,"PARK FOREST 0.8 NNE, IL US",41.4928,-87.6815,220.1,10/24/17,,,0.61,,,,,,,,,,,,,,,
US1ILCK0069,"PARK FOREST 0.8 NNE, IL US",41.4928,-87.6815,220.1,10/25/17,,,0.52,,,,,,,,,,,,,,,
US1ILCK0069,"PARK FOREST 0.8 NNE, IL US",41.4928,-87.6815,220.1,11/4/17,,,0.11,,,,,,,,,,,,,,,
US1ILCK0069,"PARK FOREST 0.8 NNE, IL US",41.4928,-87.6815,220.1,11/15/17,,,0.27,,,,,,,,,,,,,,,
US1ILWL0131,"HOMER GLEN 0.7 NNE, IL US",41.6084,-87.9327,230.7,1/1/17,,,0,0,,,,,,,,,,,,,,
US1ILWL0131,"HOMER GLEN 0.7 NNE, IL US",41.6084,-87.9327,230.7,1/2/17,,,0,0,,,,,,,,,,,,,,
US1ILWL0131,"HOMER GLEN 0.7 NNE, IL US",41.6084,-87.9327,230.7,1/3/17,,,0.3,,,,,,,,,,,,,,,
US1ILWL0131,"HOMER GLEN 0.7 NNE, IL US",41.6084,-87.9327,230.7,1/4/17,,,0.08,,,,,,,,,,,,,,,
US1ILWL0131,"HOMER GLEN 0.7 NNE, IL US",41.6084,-87.9327,230.7,1/5/17,,,0,0,,,,,,,,,,,,,,
US1ILWL0131,"HOMER GLEN 0.7 NNE, IL US",41.6084,-87.9327,230.7,1/6/17,,,0,0,,,,,,,,,,,,,,
US1ILWL0131,"HOMER GLEN 0.7 NNE, IL US",41.6084,-87.9327,230.7,1/7/17,,,0,0,,,,,,,,,,,,,,
US1ILWL0131,"HOMER GLEN 0.7 NNE, IL US",41.6084,-87.9327,230.7,1/8/17,,,0,0,,,,,,,,,,,,,,
US1ILWL0131,"HOMER GLEN 0.7 NNE, IL US",41.6084,-87.9327,230.7,1/9/17,,,0,0,,,,,,,,,,,,,,
US1ILWL0131,"HOMER GLEN 0.7 NNE, IL US",41.6084,-87.9327,230.7,1/10/17,,,0.02,,,,,,,,,,,,,,,
US1ILWL0131,"HOMER GLEN 0.7 NNE, IL US",41.6084,-87.9327,230.7,1/11/17,,,0.29,,,,,,,,,,,,,,,
US1ILWL0131,"HOMER GLEN 0.7 NNE, IL US",41.6084,-87.9327,230.7,1/12/17,,,0.44,,,,,,,,,,,,,,,
US1ILWL0131,"HOMER GLEN 0.7 NNE, IL US",41.6084,-87.9327,230.7,1/13/17,,,0.16,,,,,,,,,,,,,,,
US1ILWL0131,"HOMER GLEN 0.7 NNE, IL US",41.6084,-87.9327,230.7,1/14/17,,,0,0,,,,,,,,,,,,,,
US1ILWL0131,"HOMER GLEN 0.7 NNE, IL US",41.6084,-87.9327,230.7,1/15/17,,,0,0,,,,,,,,,,,,,,
US1ILWL0131,"HOMER GLEN 0.7 NNE, IL US",41.6084,-87.9327,230.7,1/16/17,,,0.01,,,,,,,,,,,,,,,
US1ILWL0131,"HOMER GLEN 0.7 NNE, IL US",41.6084,-87.9327,230.7,1/17/17,,,0.8,,,,,,,,,,,,,,,
US1ILWL0131,"HOMER GLEN 0.7 NNE, IL US",41.6084,-87.9327,230.7,1/18/17,,,0.02,,,,,,,,,,,,,,,
US1ILWL0131,"HOMER GLEN 0.7 NNE, IL US",41.6084,-87.9327,230.7,1/19/17,,,0,0,,,,,,,,,,,,,,
US1ILWL0131,"HOMER GLEN 0.7 NNE, IL US",41.6084,-87.9327,230.7,1/20/17,,,0.88,,,,,,,,,,,,,,,
US1ILWL0131,"HOMER GLEN 0.7 NNE, IL US",41.6084,-87.9327,230.7,1/21/17,,,0.02,,,,,,,,,,,,,,,
US1ILWL0131,"HOMER GLEN 0.7 NNE, IL US",41.6084,-87.9327,230.7,1/22/17,,,0,,,,,,,,,,,,,,,
US1ILWL0131,"HOMER GLEN 0.7 NNE, IL US",41.6084,-87.9327,230.7,1/23/17,,,0,0,,,,,,,,,,,,,,
US1ILWL0131,"HOMER GLEN 0.7 NNE, IL US",41.6084,-87.9327,230.7,1/24/17,,,0,0,,,,,,,,,,,,,,
US1ILWL0131,"HOMER GLEN 0.7 NNE, IL US",41.6084,-87.9327,230.7,1/25/17,,,0.07,,,,,,,,,,,,,,,
US1ILWL0131,"HOMER GLEN 0.7 NNE, IL US",41.6084,-87.9327,230.7,1/26/17,,,0.07,0.2,,,,,,,,,,,,,,
US1ILWL0131,"HOMER GLEN 0.7 NNE, IL US",41.6084,-87.9327,230.7,1/27/17,,,0.02,0.2,,,,,,,,,,,,,,
US1ILWL0131,"HOMER GLEN 0.7 NNE, IL US",41.6084,-87.9327,230.7,1/28/17,,,0,0,,,,,,,,,,,,,,
US1ILWL0131,"HOMER GLEN 0.7 NNE, IL US",41.6084,-87.9327,230.7,1/29/17,,,0,0,,,,,,,,,,,,,,
US1ILWL0131,"HOMER GLEN 0.7 NNE, IL US",41.6084,-87.9327,230.7,1/30/17,,,0,0,,,,,,,,,,,,,,
US1ILWL0131,"HOMER GLEN 0.7 NNE, IL US",41.6084,-87.9327,230.7,1/31/17,,,0,,,,,,,,,,,,,,,
US1ILWL0131,"HOMER GLEN 0.7 NNE, IL US",41.6084,-87.9327,230.7,2/1/17,,,0,0,,,,,,,,,,,,,,
US1ILWL0131,"HOMER GLEN 0.7 NNE, IL US",41.6084,-87.9327,230.7,2/2/17,,,0,0,,,,,,,,,,,,,,
US1ILWL0131,"HOMER GLEN 0.7 NNE, IL US",41.6084,-87.9327,230.7,2/3/17,,,0,0,,,,,,,,,,,,,,
US1ILWL0131,"HOMER GLEN 0.7 NNE, IL US",41.6084,-87.9327,230.7,2/4/17,,,0,0,,,,,,,,,,,,,,
US1ILWL0131,"HOMER GLEN 0.7 NNE, IL US",41.6084,-87.9327,230.7,2/5/17,,,0,0,,,,,,,,,,,,,,
US1ILWL0131,"HOMER GLEN 0.7 NNE, IL US",41.6084,-87.9327,230.7,2/6/17,,,0,0,,,,,,,,,,,,,,
US1ILWL0131,"HOMER GLEN 0.7 NNE, IL US",41.6084,-87.9327,230.7,2/7/17,,,0.29,,,,,,,,,,,,,,,
US1ILWL0131,"HOMER GLEN 0.7 NNE, IL US",41.6084,-87.9327,230.7,2/8/17,,,0.45,0,,,,,,,,,,,,,,
US1ILWL0131,"HOMER GLEN 0.7 NNE, IL US",41.6084,-87.9327,230.7,2/9/17,,,0.1,1.5,1.5,,,,,,,,,,,,,
US1ILWL0131,"HOMER GLEN 0.7 NNE, IL US",41.6084,-87.9327,230.7,2/10/17,,,0,0,,,,,,,,,,,,,,
US1ILWL0131,"HOMER GLEN 0.7 NNE, IL US",41.6084,-87.9327,230.7,2/11/17,,,0,0,,,,,,,,,,,,,,
US1ILWL0131,"HOMER GLEN 0.7 NNE, IL US",41.6084,-87.9327,230.7,2/12/17,,,0,0,,,,,,,,,,,,,,
US1ILWL0131,"HOMER GLEN 0.7 NNE, IL US",41.6084,-87.9327,230.7,2/13/17,,,0,0,,,,,,,,,,,,,,
US1ILWL0131,"HOMER GLEN 0.7 NNE, IL US",41.6084,-87.9327,230.7,2/14/17,,,0,0,,,,,,,,,,,,,,
US1ILWL0131,"HOMER GLEN 0.7 NNE, IL US",41.6084,-87.9327,230.7,2/15/17,,,0,0,,,,,,,,,,,,,,
US1ILWL0131,"HOMER GLEN 0.7 NNE, IL US",41.6084,-87.9327,230.7,2/16/17,,,0,0,,,,,,,,,,,,,,
US1ILWL0131,"HOMER GLEN 0.7 NNE, IL US",41.6084,-87.9327,230.7,2/17/17,,,0,0,,,,,,,,,,,,,,
US1ILWL0131,"HOMER GLEN 0.7 NNE, IL US",41.6084,-87.9327,230.7,2/18/17,,,0,0,,,,,,,,,,,,,,
US1ILWL0131,"HOMER GLEN 0.7 NNE, IL US",41.6084,-87.9327,230.7,2/19/17,,,0,0,,,,,,,,,,,,,,
US1ILWL0131,"HOMER GLEN 0.7 NNE, IL US",41.6084,-87.9327,230.7,2/20/17,,,0,0,,,,,,,,,,,,,,
US1ILWL0131,"HOMER GLEN 0.7 NNE, IL US",41.6084,-87.9327,230.7,2/21/17,,,0.2,,,,,,,,,,,,,,,
US1ILWL0131,"HOMER GLEN 0.7 NNE, IL US",41.6084,-87.9327,230.7,2/22/17,,,0,0,,,,,,,,,,,,,,
US1ILWL0131,"HOMER GLEN 0.7 NNE, IL US",41.6084,-87.9327,230.7,2/23/17,,,0,0,,,,,,,,,,,,,,
US1ILWL0131,"HOMER GLEN 0.7 NNE, IL US",41.6084,-87.9327,230.7,2/24/17,,,0.24,,,,,,,,,,,,,,,
US1ILWL0131,"HOMER GLEN 0.7 NNE, IL US",41.6084,-87.9327,230.7,2/25/17,,,0,,,,,,,,,,,,,,,
US1ILWL0131,"HOMER GLEN 0.7 NNE, IL US",41.6084,-87.9327,230.7,2/26/17,,,0,,,,,,,,,,,,,,,
US1ILWL0131,"HOMER GLEN 0.7 NNE, IL US",41.6084,-87.9327,230.7,2/27/17,,,0,0,,,,,,,,,,,,,,
US1ILWL0131,"HOMER GLEN 0.7 NNE, IL US",41.6084,-87.9327,230.7,2/28/17,,,0.02,,,,,,,,,,,,,,,
US1ILWL0131,"HOMER GLEN 0.7 NNE, IL US",41.6084,-87.9327,230.7,3/1/17,,,3.55,,,,,,,,,,,,,,,
US1ILWL0131,"HOMER GLEN 0.7 NNE, IL US",41.6084,-87.9327,230.7,3/2/17,,,0.09,,,,,,,,,,,,,,,
US1ILWL0131,"HOMER GLEN 0.7 NNE, IL US",41.6084,-87.9327,230.7,3/3/17,,,0,0,,,,,,,,,,,,,,
US1ILWL0131,"HOMER GLEN 0.7 NNE, IL US",41.6084,-87.9327,230.7,3/4/17,,,0.02,0.2,,,,,,,,,,,,,,
US1ILWL0131,"HOMER GLEN 0.7 NNE, IL US",41.6084,-87.9327,230.7,3/5/17,,,0,0,,,,,,,,,,,,,,
US1ILWL0131,"HOMER GLEN 0.7 NNE, IL US",41.6084,-87.9327,230.7,3/6/17,,,0,0,,,,,,,,,,,,,,
US1ILWL0131,"HOMER GLEN 0.7 NNE, IL US",41.6084,-87.9327,230.7,3/7/17,,,0.31,,,,,,,,,,,,,,,
US1ILWL0131,"HOMER GLEN 0.7 NNE, IL US",41.6084,-87.9327,230.7,3/8/17,,,0,0,,,,,,,,,,,,,,
US1ILWL0131,"HOMER GLEN 0.7 NNE, IL US",41.6084,-87.9327,230.7,3/9/17,,,0,0,,,,,,,,,,,,,,
US1ILWL0131,"HOMER GLEN 0.7 NNE, IL US",41.6084,-87.9327,230.7,3/10/17,,,0,0,,,,,,,,,,,,,,
US1ILWL0131,"HOMER GLEN 0.7 NNE, IL US",41.6084,-87.9327,230.7,3/11/17,,,0,0,,,,,,,,,,,,,,
US1ILWL0131,"HOMER GLEN 0.7 NNE, IL US",41.6084,-87.9327,230.7,3/12/17,,,0,0,,,,,,,,,,,,,,
US1ILWL0131,"HOMER GLEN 0.7 NNE, IL US",41.6084,-87.9327,230.7,3/13/17,,,0.07,1.6,1.6,,,,,,,,,,,,,
US1ILWL0131,"HOMER GLEN 0.7 NNE, IL US",41.6084,-87.9327,230.7,3/14/17,,,0.2,3.3,,,,,,,,,,,,,,
US1ILWL0131,"HOMER GLEN 0.7 NNE, IL US",41.6084,-87.9327,230.7,3/15/17,,,0.01,,,,,,,,,,,,,,,
US1ILWL0131,"HOMER GLEN 0.7 NNE, IL US",41.6084,-87.9327,230.7,3/16/17,,,0,0,,,,,,,,,,,,,,
US1ILWL0131,"HOMER GLEN 0.7 NNE, IL US",41.6084,-87.9327,230.7,3/17/17,,,0.04,,,,,,,,,,,,,,,
US1ILWL0131,"HOMER GLEN 0.7 NNE, IL US",41.6084,-87.9327,230.7,3/18/17,,,0.01,,,,,,,,,,,,,,,
US1ILWL0131,"HOMER GLEN 0.7 NNE, IL US",41.6084,-87.9327,230.7,3/19/17,,,0,0,,,,,,,,,,,,,,
US1ILWL0131,"HOMER GLEN 0.7 NNE, IL US",41.6084,-87.9327,230.7,3/20/17,,,0.84,,,,,,,,,,,,,,,
US1ILWL0131,"HOMER GLEN 0.7 NNE, IL US",41.6084,-87.9327,230.7,3/21/17,,,0,0,,,,,,,,,,,,,,
US1ILWL0131,"HOMER GLEN 0.7 NNE, IL US",41.6084,-87.9327,230.7,3/22/17,,,0,0,,,,,,,,,,,,,,
US1ILWL0131,"HOMER GLEN 0.7 NNE, IL US",41.6084,-87.9327,230.7,3/23/17,,,0,0,,,,,,,,,,,,,,
US1ILWL0131,"HOMER GLEN 0.7 NNE, IL US",41.6084,-87.9327,230.7,3/24/17,,,0.01,,,,,,,,,,,,,,,
US1ILWL0131,"HOMER GLEN 0.7 NNE, IL US",41.6084,-87.9327,230.7,3/25/17,,,0.53,,,,,,,,,,,,,,,
US1ILWL0131,"HOMER GLEN 0.7 NNE, IL US",41.6084,-87.9327,230.7,3/26/17,,,0.32,,,,,,,,,,,,,,,
US1ILWL0131,"HOMER GLEN 0.7 NNE, IL US",41.6084,-87.9327,230.7,3/27/17,,,0.23,,,,,,,,,,,,,,,
US1ILWL0131,"HOMER GLEN 0.7 NNE, IL US",41.6084,-87.9327,230.7,3/28/17,,,0.02,,,,,,,,,,,,,,,
US1ILWL0131,"HOMER GLEN 0.7 NNE, IL US",41.6084,-87.9327,230.7,3/29/17,,,0,0,,,,,,,,,,,,,,
US1ILWL0131,"HOMER GLEN 0.7 NNE, IL US",41.6084,-87.9327,230.7,3/30/17,,,1.79,,,,,,,,,,,,,,,
US1ILWL0131,"HOMER GLEN 0.7 NNE, IL US",41.6084,-87.9327,230.7,3/31/17,,,0.82,,,,,,,,,,,,,,,
US1ILWL0131,"HOMER GLEN 0.7 NNE, IL US",41.6084,-87.9327,230.7,4/1/17,,,0.01,,,,,,,,,,,,,,,
US1ILWL0131,"HOMER GLEN 0.7 NNE, IL US",41.6084,-87.9327,230.7,4/2/17,,,0,0,,,,,,,,,,,,,,
US1ILWL0131,"HOMER GLEN 0.7 NNE, IL US",41.6084,-87.9327,230.7,4/3/17,,,0,0,,,,,,,,,,,,,,
US1ILWL0131,"HOMER GLEN 0.7 NNE, IL US",41.6084,-87.9327,230.7,4/4/17,,,0.21,,,,,,,,,,,,,,,
US1ILWL0131,"HOMER GLEN 0.7 NNE, IL US",41.6084,-87.9327,230.7,4/5/17,,,0.23,,,,,,,,,,,,,,,
US1ILWL0131,"HOMER GLEN 0.7 NNE, IL US",41.6084,-87.9327,230.7,4/6/17,,,1.11,,,,,,,,,,,,,,,
US1ILWL0131,"HOMER GLEN 0.7 NNE, IL US",41.6084,-87.9327,230.7,4/7/17,,,0.06,,,,,,,,,,,,,,,
US1ILWL0131,"HOMER GLEN 0.7 NNE, IL US",41.6084,-87.9327,230.7,4/8/17,,,0,0,,,,,,,,,,,,,,
US1ILWL0131,"HOMER GLEN 0.7 NNE, IL US",41.6084,-87.9327,230.7,4/9/17,,,0,0,,,,,,,,,,,,,,
US1ILWL0131,"HOMER GLEN 0.7 NNE, IL US",41.6084,-87.9327,230.7,4/10/17,,,0,0,,,,,,,,,,,,,,
US1ILWL0131,"HOMER GLEN 0.7 NNE, IL US",41.6084,-87.9327,230.7,4/11/17,,,0.19,,,,,,,,,,,,,,,
US1ILWL0131,"HOMER GLEN 0.7 NNE, IL US",41.6084,-87.9327,230.7,4/12/17,,,0,0,,,,,,,,,,,,,,
US1ILWL0131,"HOMER GLEN 0.7 NNE, IL US",41.6084,-87.9327,230.7,4/13/17,,,0.02,,,,,,,,,,,,,,,
US1ILWL0131,"HOMER GLEN 0.7 NNE, IL US",41.6084,-87.9327,230.7,4/14/17,,,0.15,,,,,,,,,,,,,,,
US1ILWL0131,"HOMER GLEN 0.7 NNE, IL US",41.6084,-87.9327,230.7,4/15/17,,,0.26,,,,,,,,,,,,,,,
US1ILWL0131,"HOMER GLEN 0.7 NNE, IL US",41.6084,-87.9327,230.7,4/16/17,,,0.31,,,,,,,,,,,,,,,
US1ILWL0131,"HOMER GLEN 0.7 NNE, IL US",41.6084,-87.9327,230.7,4/17/17,,,0,0,,,,,,,,,,,,,,
US1ILWL0131,"HOMER GLEN 0.7 NNE, IL US",41.6084,-87.9327,230.7,4/18/17,,,0,0,,,,,,,,,,,,,,
US1ILWL0131,"HOMER GLEN 0.7 NNE, IL US",41.6084,-87.9327,230.7,4/19/17,,,0,0,,,,,,,,,,,,,,
US1ILWL0131,"HOMER GLEN 0.7 NNE, IL US",41.6084,-87.9327,230.7,4/20/17,,,0.23,,,,,,,,,,,,,,,
US1ILWL0131,"HOMER GLEN 0.7 NNE, IL US",41.6084,-87.9327,230.7,4/21/17,,,0.01,,,,,,,,,,,,,,,
US1ILWL0131,"HOMER GLEN 0.7 NNE, IL US",41.6084,-87.9327,230.7,4/22/17,,,0,0,,,,,,,,,,,,,,
US1ILWL0131,"HOMER GLEN 0.7 NNE, IL US",41.6084,-87.9327,230.7,4/23/17,,,0,0,,,,,,,,,,,,,,
US1ILWL0131,"HOMER GLEN 0.7 NNE, IL US",41.6084,-87.9327,230.7,4/24/17,,,0,0,,,,,,,,,,,,,,
US1ILWL0131,"HOMER GLEN 0.7 NNE, IL US",41.6084,-87.9327,230.7,4/25/17,,,0,0,,,,,,,,,,,,,,
US1ILWL0131,"HOMER GLEN 0.7 NNE, IL US",41.6084,-87.9327,230.7,4/26/17,,,0,0,,,,,,,,,,,,,,
US1ILWL0131,"HOMER GLEN 0.7 NNE, IL US",41.6084,-87.9327,230.7,4/27/17,,,0.44,,,,,,,,,,,,,,,
US1ILWL0131,"HOMER GLEN 0.7 NNE, IL US",41.6084,-87.9327,230.7,4/28/17,,,0.01,,,,,,,,,,,,,,,
US1ILWL0131,"HOMER GLEN 0.7 NNE, IL US",41.6084,-87.9327,230.7,4/29/17,,,0,0,,,,,,,,,,,,,,
US1ILWL0131,"HOMER GLEN 0.7 NNE, IL US",41.6084,-87.9327,230.7,4/30/17,,,2.4,,,,,,,,,,,,,,,
US1ILWL0131,"HOMER GLEN 0.7 NNE, IL US",41.6084,-87.9327,230.7,5/1/17,,,1.08,,,,,,,,,,,,,,,
US1ILWL0131,"HOMER GLEN 0.7 NNE, IL US",41.6084,-87.9327,230.7,5/2/17,,,0.41,,,,,,,,,,,,,,,
US1ILWL0131,"HOMER GLEN 0.7 NNE, IL US",41.6084,-87.9327,230.7,5/3/17,,,0.02,,,,,,,,,,,,,,,
US1ILWL0131,"HOMER GLEN 0.7 NNE, IL US",41.6084,-87.9327,230.7,5/4/17,,,0.02,,,,,,,,,,,,,,,
US1ILWL0131,"HOMER GLEN 0.7 NNE, IL US",41.6084,-87.9327,230.7,5/5/17,,,0.01,,,,,,,,,,,,,,,
US1ILWL0131,"HOMER GLEN 0.7 NNE, IL US",41.6084,-87.9327,230.7,5/6/17,,,0.27,,,,,,,,,,,,,,,
US1ILWL0131,"HOMER GLEN 0.7 NNE, IL US",41.6084,-87.9327,230.7,5/7/17,,,0,0,,,,,,,,,,,,,,
US1ILWL0131,"HOMER GLEN 0.7 NNE, IL US",41.6084,-87.9327,230.7,5/8/17,,,0,0,,,,,,,,,,,,,,
US1ILWL0131,"HOMER GLEN 0.7 NNE, IL US",41.6084,-87.9327,230.7,5/9/17,,,0.68,,,,,,,,,,,,,,,
US1ILWL0131,"HOMER GLEN 0.7 NNE, IL US",41.6084,-87.9327,230.7,5/10/17,,,0.02,,,,,,,,,,,,,,,
US1ILWL0131,"HOMER GLEN 0.7 NNE, IL US",41.6084,-87.9327,230.7,5/11/17,,,0.97,,,,,,,,,,,,,,,
US1ILWL0131,"HOMER GLEN 0.7 NNE, IL US",41.6084,-87.9327,230.7,5/12/17,,,0,0,,,,,,,,,,,,,,
US1ILWL0131,"HOMER GLEN 0.7 NNE, IL US",41.6084,-87.9327,230.7,5/13/17,,,0,0,,,,,,,,,,,,,,
US1ILWL0131,"HOMER GLEN 0.7 NNE, IL US",41.6084,-87.9327,230.7,5/14/17,,,0,0,,,,,,,,,,,,,,
US1ILWL0131,"HOMER GLEN 0.7 NNE, IL US",41.6084,-87.9327,230.7,5/15/17,,,0,0,,,,,,,,,,,,,,
US1ILWL0131,"HOMER GLEN 0.7 NNE, IL US",41.6084,-87.9327,230.7,5/16/17,,,0,0,,,,,,,,,,,,,,
US1ILWL0131,"HOMER GLEN 0.7 NNE, IL US",41.6084,-87.9327,230.7,5/17/17,,,0,0,,,,,,,,,,,,,,
